"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.016115365E0,3.809773326E-1,9.502885818E0,4.414907932E0,1.048529421E1
2.018115365E0,3.330933154E-1,9.500492096E0,4.455609322E0,1.049870257E1
2.020115365E0,2.801215947E-1,9.498097420E0,4.498704910E0,1.051335667E1
2.022115365E0,2.178723514E-1,9.502885818E0,4.548983097E0,1.053781545E1
2.024115365E0,1.508347094E-1,9.510068893E0,4.604049683E0,1.056699744E1
2.026115365E0,8.619125932E-2,9.517251015E0,4.649539471E0,1.059262541E1
2.028115365E0,1.675941236E-2,9.514857292E0,4.673481941E0,1.060067090E1
2.030115365E0,-4.788403213E-2,9.507674217E0,4.692635536E0,1.060278219E1
2.032115365E0,-1.005564705E-1,9.502885818E0,4.716577530E0,1.060947944E1
2.034115365E0,-1.364694983E-1,9.498097420E0,4.733336926E0,1.061305597E1
2.036115365E0,-1.556231081E-1,9.490914345E0,4.735731125E0,1.060796036E1
2.038115365E0,-1.747767180E-1,9.483732224E0,4.730942726E0,1.059969541E1
2.040115365E0,-1.963245422E-1,9.486125946E0,4.733336926E0,1.060328285E1
2.042115365E0,-2.178723514E-1,9.490914345E0,4.730942726E0,1.060691956E1
2.044115365E0,-2.322375625E-1,9.488520622E0,4.718971729E0,1.059974774E1
2.046115365E0,-2.394201756E-1,9.481337547E0,4.687847137E0,1.057965002E1
2.048115365E0,-2.442085743E-1,9.476549149E0,4.647145271E0,1.055748932E1
2.050115365E0,-2.561795712E-1,9.478943825E0,4.616020679E0,1.054626241E1
2.052115365E0,-2.657563984E-1,9.483732224E0,4.587290287E0,1.053826530E1
2.054115365E0,-2.777273953E-1,9.495702744E0,4.553771496E0,1.053481552E1
2.056115365E0,-2.852092683E-1,9.512462616E0,4.517858505E0,1.053467298E1
2.058115365E0,-2.995744944E-1,9.526827812E0,4.481945515E0,1.053271231E1
2.060115365E0,-3.139396906E-1,9.531616211E0,4.438849926E0,1.051920408E1
2.062115365E0,-3.259107172E-1,9.531616211E0,4.393360138E0,1.050045421E1
2.064115365E0,-3.259107172E-1,9.529222488E0,4.345476151E0,1.047833298E1
2.066115365E0,-3.115454912E-1,9.526827812E0,4.288015366E0,1.045201342E1
2.068115365E0,-3.139396906E-1,9.526827812E0,4.232948780E0,1.042961465E1
2.070115365E0,-3.378817141E-1,9.531616211E0,4.191947937E0,1.041817158E1
2.072115365E0,-3.115454912E-1,9.478943825E0,4.151246548E0,1.035279115E1
2.074115365E0,-1.580173075E-1,9.337685585E0,4.086603165E0,1.019400152E1
2.076115365E0,-5.506663769E-2,9.263166428E0,4.021959782E0,1.009878434E1
2.078115365E0,-1.364694983E-1,9.306561470E0,4.000411987E0,1.013084431E1
2.080115365E0,-3.043628931E-1,9.397541046E0,4.041113377E0,1.023411021E1
2.082115365E0,-4.288613796E-1,9.476549149E0,4.093785763E0,1.033189178E1
2.084115365E0,-4.695627987E-1,9.529222488E0,4.096179962E0,1.038293122E1
2.086115365E0,-4.504092038E-1,9.553164482E0,4.043507576E0,1.038343747E1
2.088115365E0,-4.192845821E-1,9.555558205E0,3.964498758E0,1.035382744E1
2.090115365E0,-4.049193561E-1,9.555558205E0,3.890278578E0,1.032506270E1
2.092115365E0,-4.121019542E-1,9.560346603E0,3.832817554E0,1.030827559E1
2.094115365E0,-4.480150044E-1,9.565135002E0,3.796904564E0,1.030092274E1
2.096115365E0,-4.863222241E-1,9.569923401E0,3.787327766E0,1.030358165E1
2.098115365E0,-5.294178724E-1,9.581894875E0,3.792116165E0,1.031858215E1
2.100115365E0,-5.749076605E-1,9.598653793E0,3.796904564E0,1.033833438E1
2.102115365E0,-5.892729163E-1,9.608230591E0,3.784933567E0,1.034364828E1
2.104115365E0,-5.725134611E-1,9.603442192E0,3.756203175E0,1.032777497E1
2.106115365E0,-5.581482649E-1,9.584288597E0,3.710713387E0,1.029269213E1
2.108115365E0,-5.461772680E-1,9.545981407E0,3.670011997E0,1.024173124E1
2.110115365E0,-5.222352743E-1,9.502885818E0,3.645770550E0,1.019162457E1
2.112115365E0,-5.030816197E-1,9.469367027E0,3.645770550E0,1.015941169E1
2.114115365E0,-4.935048223E-1,9.447818756E0,3.643376350E0,1.013799869E1
2.116115365E0,-4.982932210E-1,9.431059837E0,3.636193752E0,1.012003413E1
2.118115365E0,-4.982932210E-1,9.411906242E0,3.624222755E0,1.009788423E1
2.120115365E0,-4.863222241E-1,9.395146370E0,3.614645958E0,1.007824142E1
2.122115365E0,-4.671685994E-1,9.385569572E0,3.600280762E0,1.006325913E1
2.124115365E0,-4.528034031E-1,9.378387451E0,3.585915565E0,1.005076975E1
2.126115365E0,-4.408323765E-1,9.371204376E0,3.566761971E0,1.003671239E1
2.128115365E0,-4.384381771E-1,9.366415977E0,3.545214176E0,1.002449599E1
2.130115365E0,-4.551976025E-1,9.371204376E0,3.533243179E0,1.002549169E1
2.132115365E0,-4.695627987E-1,9.371204376E0,3.528454781E0,1.002446776E1
2.134115365E0,-4.863222241E-1,9.354445457E0,3.530848980E0,1.001044722E1
2.136115365E0,-5.006874204E-1,9.337685585E0,3.530848980E0,9.995496711E0
2.138115365E0,-5.102642179E-1,9.325715065E0,3.533243179E0,9.985646620E0
2.140115365E0,-5.246294737E-1,9.316138268E0,3.535637379E0,9.978296447E0
2.142115365E0,-5.557540655E-1,9.311349869E0,3.552396774E0,9.981463911E0
2.144115365E0,-5.916671157E-1,9.313743591E0,3.578732967E0,9.995159794E0
2.146115365E0,-6.156091094E-1,9.323320389E0,3.612251759E0,1.001756659E1
2.148115365E0,-6.203975081E-1,9.332897186E0,3.640982151E0,1.003716165E1
2.150115365E0,-6.275801063E-1,9.330503464E0,3.662829399E0,1.004332967E1
2.152115365E0,-6.419453025E-1,9.325715065E0,3.672406197E0,1.004328744E1
2.154115365E0,-6.515221596E-1,9.325715065E0,3.670011997E0,1.004302896E1
2.156115365E0,-6.443395615E-1,9.320926666E0,3.662829399E0,1.003549533E1
2.158115365E0,-6.251859069E-1,9.311349869E0,3.658041000E0,1.002363995E1
2.160115365E0,-6.012439132E-1,9.299378395E0,3.658041000E0,1.001105373E1
2.162115365E0,-5.701192617E-1,9.289801598E0,3.665223598E0,1.000296525E1
2.164115365E0,-5.318120718E-1,9.280224800E0,3.674800396E0,9.995476696E0
2.166115365E0,-4.982932210E-1,9.270648003E0,3.667617798E0,9.982215728E0
2.168115365E0,-4.647744000E-1,9.251194954E0,3.650858402E0,9.956374360E0
2.170115365E0,-4.360439777E-1,9.229647636E0,3.631405354E0,9.927921972E0
2.172115365E0,-4.073135555E-1,9.212887764E0,3.619434357E0,9.906740652E0
2.174115365E0,-3.761889338E-1,9.210494041E0,3.607463360E0,9.898914612E0
2.176115365E0,-3.474585116E-1,9.212887764E0,3.593098164E0,9.894866486E0
2.178115365E0,-3.163338900E-1,9.212887764E0,3.564367771E0,9.883424796E0
2.180115365E0,-2.876034677E-1,9.212887764E0,3.535637379E0,9.872221046E0
2.182115365E0,-2.609679997E-1,9.208099365E0,3.504512787E0,9.855902196E0
2.184115365E0,-2.394201756E-1,9.205705643E0,3.478176594E0,9.843782343E0
2.186115365E0,-2.274491638E-1,9.210494041E0,3.456628799E0,9.840386998E0
2.188115365E0,-2.154781520E-1,9.217676163E0,3.439869404E0,9.840969779E0
2.190115365E0,-2.011129409E-1,9.222464561E0,3.420715570E0,9.838475188E0
2.192115365E0,-1.915361285E-1,9.224859238E0,3.389590979E0,9.829752848E0
2.194115365E0,-1.867477298E-1,9.222464561E0,3.358466387E0,9.816721641E0
2.196115365E0,-1.915361285E-1,9.220070839E0,3.329735994E0,9.804770989E0
2.198115365E0,-2.011129409E-1,9.227252960E0,3.301005602E0,9.802003958E0
2.200115365E0,-2.154781520E-1,9.234436035E0,3.274669409E0,9.800239765E0
2.202115365E0,-2.250549644E-1,9.234436035E0,3.253121614E0,9.793276207E0
2.204115365E0,-2.178723514E-1,9.229647636E0,3.241150618E0,9.784626778E0
2.206115365E0,-1.963245422E-1,9.222464561E0,3.243544817E0,9.778188937E0
2.208115365E0,-1.915361285E-1,9.217676163E0,3.224391222E0,9.767238027E0
2.210115365E0,-2.082955539E-1,9.224859238E0,3.174112797E0,9.757889477E0
2.212115365E0,-2.370259613E-1,9.232041359E0,3.126228809E0,9.749875667E0
2.214115365E0,-2.609679997E-1,9.234436035E0,3.104681015E0,9.745868734E0
2.216115365E0,-2.609679997E-1,9.232041359E0,3.099892616E0,9.742075045E0
2.218115365E0,-2.513911724E-1,9.234436035E0,3.097498417E0,9.743331199E0
2.220115365E0,-2.466027737E-1,9.246406555E0,3.102286816E0,9.756076599E0
2.222115365E0,-2.561795712E-1,9.255983353E0,3.114257812E0,9.769209667E0
2.224115365E0,-2.681505978E-1,9.253589630E0,3.126228809E0,9.771086549E0
2.226115365E0,-2.777273953E-1,9.248801231E0,3.140594006E0,9.771427093E0
2.228115365E0,-2.876034677E-1,9.253589630E0,3.154959202E0,9.780869305E0
2.230115365E0,-2.971802950E-1,9.258378029E0,3.174112797E0,9.791877854E0
2.232115365E0,-3.043628931E-1,9.258378029E0,3.200449228E0,9.800667108E0
2.234115365E0,-3.139396906E-1,9.255983353E0,3.229179621E0,9.808128617E0
2.236115365E0,-3.306991160E-1,9.253589630E0,3.245939016E0,9.811952051E0
2.238115365E0,-3.450643122E-1,9.244012833E0,3.257910013E0,9.807386007E0
2.240115365E0,-3.522469103E-1,9.236829758E0,3.277063608E0,9.807254853E0
2.242115365E0,-3.522469103E-1,9.232041359E0,3.291428804E0,9.807556735E0
2.244115365E0,-3.450643122E-1,9.232041359E0,3.301005602E0,9.810519610E0
2.246115365E0,-3.426701128E-1,9.232041359E0,3.310582399E0,9.813662226E0
2.248115365E0,-3.522469103E-1,9.234436035E0,3.301005602E0,9.813028317E0
2.250115365E0,-3.618237376E-1,9.241618156E0,3.291428804E0,9.816920400E0
2.252115365E0,-3.761889338E-1,9.248801231E0,3.286640406E0,9.822619177E0
2.254115365E0,-3.953425586E-1,9.258378029E0,3.279457808E0,9.829989978E0
2.256115365E0,-4.192845821E-1,9.273042679E0,3.262698412E0,9.839223598E0
2.258115365E0,-4.408323765E-1,9.287407875E0,3.248333216E0,9.848956640E0
2.260115365E0,-4.480150044E-1,9.296984673E0,3.238756418E0,9.855160302E0
2.262115365E0,-4.336497784E-1,9.304166794E0,3.224391222E0,9.856585139E0
2.264115365E0,-4.192845821E-1,9.308955193E0,3.198055029E0,9.851903486E0
2.266115365E0,-4.025251567E-1,9.313743591E0,3.166930199E0,9.845673825E0
2.268115365E0,-3.881599605E-1,9.325715065E0,3.138199806E0,9.847229440E0
2.270115365E0,-3.785831332E-1,9.332897186E0,3.104681015E0,9.843035065E0
2.272115365E0,-3.761889338E-1,9.332897186E0,3.058892012E0,9.828596458E0
2.274115365E0,-3.761889338E-1,9.330503464E0,3.020584822E0,9.814466143E0
2.276115365E0,-3.714005351E-1,9.323320389E0,3.001430988E0,9.801572803E0
2.278115365E0,-3.618237376E-1,9.318531990E0,2.991854191E0,9.793729952E0
2.280115365E0,-3.546411395E-1,9.318531990E0,2.977488995E0,9.789088287E0
2.282115365E0,-3.546411395E-1,9.311349869E0,2.958335400E0,9.776438772E0
2.284115365E0,-3.594295382E-1,9.304166794E0,2.943970203E0,9.765432396E0
2.286115365E0,-3.546411395E-1,9.296984673E0,2.922422409E0,9.751935555E0
2.288115365E0,-3.426701128E-1,9.294589996E0,2.900874615E0,9.742787052E0
2.290115365E0,-3.187280893E-1,9.294589996E0,2.884115219E0,9.736997042E0
2.292115365E0,-2.852092683E-1,9.289801598E0,2.869750023E0,9.727138492E0
2.294115365E0,-2.537853718E-1,9.287407875E0,2.857779026E0,9.720455391E0
2.296115365E0,-2.346317619E-1,9.285013199E0,2.850596428E0,9.715576265E0
2.298115365E0,-2.154781520E-1,9.282619476E0,2.848202229E0,9.712142457E0
2.300115365E0,-1.987187415E-1,9.285013199E0,2.852990627E0,9.715478103E0
2.302115365E0,-1.843535304E-1,9.287407875E0,2.862567425E0,9.720299559E0
2.304115365E0,-1.651999205E-1,9.292196274E0,2.876932621E0,9.728768879E0
2.306115365E0,-1.388636976E-1,9.296984673E0,2.886509418E0,9.735766213E0
2.308115365E0,-1.173158810E-1,9.301773071E0,2.893692017E0,9.742186550E0
2.310115365E0,-1.005564705E-1,9.306561470E0,2.898480415E0,9.747993984E0
2.312115365E0,-8.619125932E-2,9.304166794E0,2.893692017E0,9.744147071E0
2.314115365E0,-7.182604820E-2,9.304166794E0,2.896086216E0,9.744741868E0
2.316115365E0,-7.182604820E-2,9.301773071E0,2.900874615E0,9.743880889E0
2.318115365E0,-7.900865376E-2,9.289801598E0,2.915239811E0,9.736800257E0
2.320115365E0,-8.379705995E-2,9.282619476E0,2.924816608E0,9.732861783E0
2.322115365E0,-7.900865376E-2,9.285013199E0,2.939181805E0,9.739430279E0
2.324115365E0,-6.943184882E-2,9.289801598E0,2.951152802E0,9.747540067E0
2.326115365E0,-6.224924326E-2,9.292196274E0,2.963123798E0,9.753403980E0
2.328115365E0,-5.027823523E-2,9.287407875E0,2.984671593E0,9.755344046E0
2.330115365E0,-4.548983276E-2,9.287407875E0,3.011008024E0,9.763410454E0
2.332115365E0,-5.506663769E-2,9.294589996E0,3.022979021E0,9.773987809E0
2.334115365E0,-6.943184882E-2,9.301773071E0,3.032555819E0,9.783874378E0
2.336115365E0,-8.858546615E-2,9.316138268E0,3.046921015E0,9.802142994E0
2.338115365E0,-9.816227108E-2,9.332897186E0,3.073257208E0,9.826368382E0
2.340115365E0,-9.097966552E-2,9.337685585E0,3.111863613E0,9.842984534E0
2.342115365E0,-7.900865376E-2,9.344868660E0,3.159747601E0,9.864928664E0
2.344115365E0,-7.182604820E-2,9.342473984E0,3.214814425E0,9.880385160E0
2.346115365E0,-5.746084079E-2,9.330503464E0,3.257910013E0,9.883095380E0
2.348115365E0,-4.070143029E-2,9.323320389E0,3.277063608E0,9.882565738E0
2.350115365E0,-3.591302410E-2,9.320926666E0,3.281852007E0,9.881878175E0
2.352115365E0,-3.591302410E-2,9.320926666E0,3.279457808E0,9.881083300E0
2.354115365E0,-4.070143029E-2,9.313743591E0,3.272275209E0,9.871943139E0
2.356115365E0,-4.548983276E-2,9.296984673E0,3.269881010E0,9.855359717E0
2.358115365E0,-5.027823523E-2,9.282619476E0,3.262698412E0,9.839448825E0
2.360115365E0,-6.224924326E-2,9.270648003E0,3.245939016E0,9.822673234E0
2.362115365E0,-6.943184882E-2,9.265859604E0,3.229179621E0,9.812674253E0
2.364115365E0,-6.943184882E-2,9.263166428E0,3.210026026E0,9.803843131E0
2.366115365E0,-6.464344263E-2,9.260771751E0,3.183689594E0,9.792954183E0
2.368115365E0,-6.464344263E-2,9.255983353E0,3.152565002E0,9.778347135E0
2.370115365E0,-6.943184882E-2,9.260771751E0,3.111863613E0,9.769872536E0
2.372115365E0,-8.140286058E-2,9.263166428E0,3.063680410E0,9.756998327E0
2.374115365E0,-9.337386489E-2,9.265859604E0,3.020584822E0,9.746220064E0
2.376115365E0,-1.029506698E-1,9.260771751E0,2.989459991E0,9.731873577E0
2.378115365E0,-1.197100878E-1,9.260771751E0,2.963123798E0,9.724007743E0
2.380115365E0,-1.508347094E-1,9.263166428E0,2.946364403E0,9.721628802E0
2.382115365E0,-1.795651317E-1,9.258378029E0,2.939181805E0,9.715379408E0
2.384115365E0,-2.082955539E-1,9.255983353E0,2.943970203E0,9.715120968E0
2.386115365E0,-2.298433632E-1,9.255983353E0,2.946364403E0,9.716332590E0
2.388115365E0,-2.489969730E-1,9.255983353E0,2.941576004E0,9.715353658E0
2.390115365E0,-2.561795712E-1,9.255983353E0,2.936787605E0,9.714091684E0
2.392115365E0,-2.537853718E-1,9.260771751E0,2.927210808E0,9.715701908E0
2.394115365E0,-2.489969730E-1,9.263166428E0,2.915239811E0,9.714261419E0
2.396115365E0,-2.466027737E-1,9.263166428E0,2.896086216E0,9.708469527E0
2.398115365E0,-2.561795712E-1,9.270648003E0,2.864961624E0,9.706623897E0
2.400115365E0,-2.609679997E-1,9.273042679E0,2.833837032E0,9.699899852E0
2.402115365E0,-2.681505978E-1,9.268254280E0,2.807500839E0,9.687853380E0
2.404115365E0,-2.828150690E-1,9.263166428E0,2.781164646E0,9.675800402E0
2.406115365E0,-2.971802950E-1,9.260771751E0,2.750039816E0,9.665036397E0
2.408115365E0,-3.115454912E-1,9.260771751E0,2.728492022E0,9.659380039E0
2.410115365E0,-3.306991160E-1,9.263166428E0,2.716521025E0,9.658938899E0
2.412115365E0,-3.498527110E-1,9.258378029E0,2.694973230E0,9.648981364E0
2.414115365E0,-3.570353389E-1,9.251194954E0,2.675819635E0,9.637016812E0
2.416115365E0,-3.618237376E-1,9.248801231E0,2.654271841E0,9.628935540E0
2.418115365E0,-3.761889338E-1,9.253589630E0,2.625541449E0,9.626209381E0
2.420115365E0,-3.881599605E-1,9.263166428E0,2.594416857E0,9.627456531E0
2.422115365E0,-3.809773326E-1,9.270648003E0,2.563292265E0,9.626033729E0
2.424115365E0,-3.666121364E-1,9.273042679E0,2.534561872E0,9.620173017E0
2.426115365E0,-3.546411395E-1,9.277831078E0,2.510320425E0,9.617984637E0
2.428115365E0,-3.402759135E-1,9.280224800E0,2.476801634E0,9.611082477E0
2.430115365E0,-3.259107172E-1,9.285013199E0,2.445677042E0,9.607238109E0
2.432115365E0,-3.306991160E-1,9.277831078E0,2.419340849E0,9.593785569E0
2.434115365E0,-3.546411395E-1,9.270648003E0,2.407369852E0,9.584681233E0
2.436115365E0,-3.761889338E-1,9.263166428E0,2.404975653E0,9.577665596E0
2.438115365E0,-3.929483593E-1,9.265859604E0,2.412158251E0,9.582748564E0
2.440115365E0,-4.121019542E-1,9.273042679E0,2.428917646E0,9.594727171E0
2.442115365E0,-4.408323765E-1,9.282619476E0,2.448071241E0,9.610120204E0
2.444115365E0,-4.815338254E-1,9.285013199E0,2.460042238E0,9.617440031E0
2.446115365E0,-5.318120718E-1,9.285013199E0,2.304419041E0,9.581473858E0
2.448115365E0,-5.749076605E-1,9.292196274E0,1.894711375E0,9.500808471E0
2.450115365E0,-6.227917075E-1,9.294589996E0,1.499668121E0,9.435373717E0
2.452115365E0,-6.778583527E-1,9.306561470E0,1.408688426E0,9.436947675E0
2.454115365E0,-7.137714028E-1,9.330503464E0,1.631349206E0,9.498898080E0
2.456115365E0,-7.185598016E-1,9.349657059E0,2.014720678E0,9.591220710E0
2.458115365E0,-6.994061470E-1,9.364022255E0,2.381033659E0,9.687280477E0
2.460115365E0,-6.874351501E-1,9.364022255E0,2.644695044E0,9.754583115E0
2.462115365E0,-6.922235489E-1,9.361627579E0,2.797924042E0,9.795285770E0
2.464115365E0,-7.113772035E-1,9.364022255E0,2.874538422E0,9.821096754E0
2.466115365E0,-7.377133965E-1,9.364022255E0,2.900874615E0,9.830778574E0
2.468115365E0,-7.616553903E-1,9.366415977E0,2.912845612E0,9.838421456E0
2.470115365E0,-7.855974436E-1,9.364022255E0,2.948758602E0,9.848718365E0
2.472115365E0,-7.975684404E-1,9.347262383E0,3.020584822E0,9.855524447E0
2.474115365E0,-7.999626398E-1,9.330503464E0,3.119046211E0,9.870495650E0
2.476115365E0,-8.071452379E-1,9.318531990E0,3.229179621E0,9.895156538E0
2.478115365E0,-8.215104342E-1,9.311349869E0,3.334524393E0,9.924473220E0
2.480115365E0,-8.358756900E-1,9.304166794E0,3.423109770E0,9.949064699E0
2.482115365E0,-8.382698894E-1,9.294589996E0,3.492541790E0,9.964434142E0
2.484115365E0,-8.334814906E-1,9.289801598E0,3.542819977E0,9.977308179E0
2.486115365E0,-8.334814906E-1,9.285013199E0,3.576338768E0,9.984806482E0
2.488115365E0,-8.262988329E-1,9.289801598E0,3.602674961E0,9.998122342E0
2.490115365E0,-8.095394373E-1,9.294589996E0,3.624222755E0,1.000898336E1
2.492115365E0,-7.903858423E-1,9.301773071E0,3.636193752E0,1.001846281E1
2.494115365E0,-7.736264467E-1,9.296984673E0,3.633799553E0,1.001183905E1
2.496115365E0,-7.712322474E-1,9.287407875E0,3.626616955E0,1.000015474E1
2.498115365E0,-7.784148455E-1,9.294589996E0,3.609857559E0,1.000132014E1
2.500115365E0,-7.903858423E-1,9.308955193E0,3.554790974E0,9.995893928E0
2.502115365E0,-8.047510386E-1,9.316138268E0,3.478176594E0,9.976761442E0
2.504115365E0,-8.191162348E-1,9.318531990E0,3.382408381E0,9.947194394E0
2.506115365E0,-8.262988329E-1,9.316138268E0,3.267486811E0,9.907051632E0
2.508115365E0,-8.239046335E-1,9.308955193E0,3.116652012E0,9.851344344E0
2.510115365E0,-8.119336367E-1,9.306561470E0,2.941576004E0,9.794089647E0
2.512115365E0,-8.023568392E-1,9.306561470E0,2.790741444E0,9.749056400E0
2.514115365E0,-7.927800417E-1,9.311349869E0,2.687790632E0,9.723885800E0
2.516115365E0,-7.832032442E-1,9.316138268E0,2.618358850E0,9.708740527E0
2.518115365E0,-7.736264467E-1,9.318531990E0,2.565686464E0,9.696199429E0
2.520115365E0,-7.616553903E-1,9.328108788E0,2.519897223E0,9.692451418E0
2.522115365E0,-7.425017953E-1,9.344868660E0,2.481590033E0,9.697224772E0
2.524115365E0,-7.209540009E-1,9.354445457E0,2.460042238E0,9.699341849E0
2.526115365E0,-7.065888047E-1,9.354445457E0,2.445677042E0,9.694650780E0
2.528115365E0,-6.922235489E-1,9.359233856E0,2.438494444E0,9.696426505E0
2.530115365E0,-6.730699539E-1,9.373599052E0,2.445677042E0,9.710752728E0
2.532115365E0,-6.563105583E-1,9.385569572E0,2.460042238E0,9.724786248E0
