"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.781153650E-1,-1.993172884E0,8.240543365E0,4.992209911E0,9.838772937E0
6.801153650E-1,-2.000355482E0,8.250120163E0,4.985027313E0,9.844612845E0
6.821153650E-1,-1.993172884E0,8.254908562E0,4.989815712E0,9.849594629E0
6.841153650E-1,-1.985990286E0,8.254908562E0,5.006575108E0,9.856645833E0
6.861153650E-1,-1.978807688E0,8.250120163E0,5.025728703E0,9.860938675E0
6.881153650E-1,-1.969230890E0,8.245331764E0,5.037699699E0,9.861124909E0
6.901153650E-1,-1.952172160E0,8.252513885E0,5.049670696E0,9.869859964E0
6.921153650E-1,-1.930624366E0,8.259696960E0,5.064035892E0,9.878985972E0
6.941153650E-1,-1.913864970E0,8.257302284E0,5.080795288E0,9.882327706E0
6.961153650E-1,-1.901893973E0,8.250120163E0,5.085583687E0,9.876479374E0
6.981153650E-1,-1.894711375E0,8.242937088E0,5.078401089E0,9.865399163E0
7.001153650E-1,-1.889922976E0,8.245331764E0,5.071218491E0,9.862786713E0
7.021153650E-1,-1.882740378E0,8.245331764E0,5.071218491E0,9.861412891E0
7.041153650E-1,-1.873163581E0,8.240543365E0,5.076006889E0,9.858049640E0
7.061153650E-1,-1.861192584E0,8.233360291E0,5.073612690E0,9.848543305E0
7.081153650E-1,-1.849221587E0,8.228571892E0,5.066430092E0,9.838583726E0
7.101153650E-1,-1.837250471E0,8.226178169E0,5.054459095E0,9.828176500E0
7.121153650E-1,-1.822885275E0,8.226178169E0,5.042488098E0,9.819348462E0
7.141153650E-1,-1.801337481E0,8.223783493E0,5.030517101E0,9.807218462E0
7.161153650E-1,-1.779789686E0,8.218995094E0,5.013757706E0,9.790674033E0
7.181153650E-1,-1.755847692E0,8.214206696E0,4.992209911E0,9.771302500E0
7.201153650E-1,-1.751059294E0,8.211812973E0,4.970662117E0,9.757436284E0
7.221153650E-1,-1.751059294E0,8.216601372E0,4.953902721E0,9.752943090E0
7.241153650E-1,-1.746270895E0,8.216601372E0,4.939537525E0,9.744795078E0
7.261153650E-1,-1.746270895E0,8.223783493E0,4.932354927E0,9.747215095E0
7.281153650E-1,-1.758241892E0,8.230966568E0,4.927566528E0,9.753006566E0
7.301153650E-1,-1.765424490E0,8.235754967E0,4.920383930E0,9.754719961E0
7.321153650E-1,-1.770212889E0,8.233360291E0,4.903624535E0,9.745122314E0
7.341153650E-1,-1.777395487E0,8.240543365E0,4.882076740E0,9.741681732E0
7.361153650E-1,-1.784578085E0,8.245331764E0,4.874894142E0,9.743449479E0
7.381153650E-1,-1.789366484E0,8.250120163E0,4.870105743E0,9.745986100E0
7.401153650E-1,-1.794154882E0,8.259696960E0,4.860528946E0,9.750196267E0
7.421153650E-1,-1.803731680E0,8.269273758E0,4.853346348E0,9.756500768E0
7.441153650E-1,-1.818096876E0,8.269273758E0,4.853346348E0,9.759166742E0
7.461153650E-1,-1.830067873E0,8.274062157E0,4.855740547E0,9.766650872E0
7.481153650E-1,-1.834856272E0,8.283638954E0,4.855740547E0,9.775663053E0
7.501153650E-1,-1.846827388E0,8.293215752E0,4.858134747E0,9.787219836E0
7.521153650E-1,-1.856404185E0,8.293215752E0,4.865317345E0,9.792598065E0
7.541153650E-1,-1.863586783E0,8.293215752E0,4.867711544E0,9.795151805E0
7.561153650E-1,-1.868375182E0,8.295609474E0,4.867711544E0,9.798090531E0
7.581153650E-1,-1.877951980E0,8.298004150E0,4.865317345E0,9.800759633E0
7.601153650E-1,-1.887528777E0,8.298004150E0,4.867711544E0,9.803787709E0
7.621153650E-1,-1.889922976E0,8.298004150E0,4.860528946E0,9.800684842E0
7.641153650E-1,-1.889922976E0,8.286032677E0,4.846163750E0,9.783427286E0
7.661153650E-1,-1.897105575E0,8.281244278E0,4.831798077E0,9.773652797E0
7.681153650E-1,-1.904288173E0,8.281244278E0,4.824615479E0,9.771501151E0
7.701153650E-1,-1.906682372E0,8.286032677E0,4.817432880E0,9.772483550E0
7.721153650E-1,-1.901893973E0,8.278850555E0,4.805461884E0,9.759561011E0
7.741153650E-1,-1.887528777E0,8.264485359E0,4.803067684E0,9.743405068E0
7.761153650E-1,-1.875557780E0,8.245331764E0,4.815038681E0,9.730766177E0
7.781153650E-1,-1.854009986E0,8.233360291E0,4.824615479E0,9.721239078E0
7.801153650E-1,-1.830067873E0,8.218995094E0,4.822221279E0,9.703342045E0
7.821153650E-1,-1.810914278E0,8.216601372E0,4.807856083E0,9.690584541E0
7.841153650E-1,-1.791760683E0,8.218995094E0,4.800673485E0,9.685491862E0
7.861153650E-1,-1.772607088E0,8.216601372E0,4.791096687E0,9.675188962E0
7.881153650E-1,-1.751059294E0,8.209418297E0,4.783914089E0,9.661603978E0
7.901153650E-1,-1.731905699E0,8.204629898E0,4.769249916E0,9.646822994E0
7.921153650E-1,-1.724723101E0,8.209418297E0,4.766855717E0,9.648426399E0
7.941153650E-1,-1.719934702E0,8.211812973E0,4.776731491E0,9.654491774E0
7.961153650E-1,-1.710357785E0,8.211812973E0,4.783914089E0,9.656346621E0
7.981153650E-1,-1.710357785E0,8.218995094E0,4.795885086E0,9.668387553E0
8.001153650E-1,-1.715146184E0,8.223783493E0,4.815038681E0,9.682816681E0
8.021153650E-1,-1.722328901E0,8.228571892E0,4.846163750E0,9.703665045E0
8.041153650E-1,-1.736694098E0,8.240543365E0,4.891653538E0,9.739144505E0
8.061153650E-1,-1.753453493E0,8.247725487E0,4.939537525E0,9.772338810E0
8.081153650E-1,-1.777395487E0,8.250120163E0,4.980238914E0,9.799305948E0
8.101153650E-1,-1.803731680E0,8.252513885E0,5.018546104E0,9.825641883E0
8.121153650E-1,-1.815702677E0,8.262090683E0,5.059247494E0,9.856718717E0
8.141153650E-1,-1.830067873E0,8.257302284E0,5.092766285E0,9.872611502E0
8.161153650E-1,-1.849221587E0,8.245331764E0,5.111919880E0,9.876074182E0
8.181153650E-1,-1.856404185E0,8.242937088E0,5.114314079E0,9.876662232E0
8.201153650E-1,-1.856404185E0,8.245331764E0,5.099948883E0,9.871231484E0
8.221153650E-1,-1.858798385E0,8.247725487E0,5.080795288E0,9.863801899E0
8.241153650E-1,-1.861192584E0,8.238148689E0,5.056853294E0,9.843926905E0
8.261153650E-1,-1.868375182E0,8.228571892E0,5.023334503E0,9.820087104E0
8.281153650E-1,-1.865980983E0,8.228571892E0,4.980238914E0,9.797655845E0
8.301153650E-1,-1.861192584E0,8.228571892E0,4.937143326E0,9.774907541E0
8.321153650E-1,-1.865980983E0,8.226178169E0,4.906018734E0,9.758120317E0
8.341153650E-1,-1.875557780E0,8.228571892E0,4.886865139E0,9.752361932E0
8.361153650E-1,-1.882740378E0,8.233360291E0,4.870105743E0,9.749403210E0
8.381153650E-1,-1.887528777E0,8.238148689E0,4.846163750E0,9.742441265E0
8.401153650E-1,-1.880346179E0,8.242937088E0,4.819827080E0,9.732031991E0
8.421153650E-1,-1.868375182E0,8.247725487E0,4.795885086E0,9.721950179E0
8.441153650E-1,-1.851615787E0,8.252513885E0,4.781519890E0,9.715729458E0
8.461153650E-1,-1.844433188E0,8.259696960E0,4.771644115E0,9.715611933E0
8.481153650E-1,-1.832462072E0,8.254908562E0,4.757278919E0,9.702223216E0
8.501153650E-1,-1.815702677E0,8.252513885E0,4.742913723E0,9.689994439E0
8.521153650E-1,-1.801337481E0,8.259696960E0,4.745307922E0,9.694604576E0
8.541153650E-1,-1.796549082E0,8.264485359E0,4.754884720E0,9.702486050E0
8.561153650E-1,-1.798943281E0,8.264485359E0,4.762067318E0,9.706451479E0
8.581153650E-1,-1.796549082E0,8.264485359E0,4.766855717E0,9.708358269E0
8.601153650E-1,-1.803731680E0,8.259696960E0,4.764461517E0,9.704438953E0
8.621153650E-1,-1.813308477E0,8.252513885E0,4.752490520E0,9.694237423E0
8.641153650E-1,-1.815702677E0,8.245331764E0,4.750096321E0,9.687398370E0
8.661153650E-1,-1.815702677E0,8.242937088E0,4.752490520E0,9.686534685E0
8.681153650E-1,-1.815702677E0,8.247725487E0,4.754884720E0,9.691784181E0
8.701153650E-1,-1.815702677E0,8.247725487E0,4.752490520E0,9.690609788E0
8.721153650E-1,-1.818096876E0,8.252513885E0,4.752490520E0,9.695134235E0
8.741153650E-1,-1.820491076E0,8.264485359E0,4.752490520E0,9.705775196E0
8.761153650E-1,-1.822885275E0,8.274062157E0,4.757278919E0,9.716723625E0
8.781153650E-1,-1.820491076E0,8.278850555E0,4.766855717E0,9.725043326E0
8.801153650E-1,-1.813308477E0,8.281244278E0,4.781519890E0,9.732935163E0
8.821153650E-1,-1.803731680E0,8.293215752E0,4.793490887E0,9.747226803E0
8.841153650E-1,-1.794154882E0,8.307580948E0,4.810250282E0,9.765930612E0
8.861153650E-1,-1.786972284E0,8.314763069E0,4.836586475E0,9.783717268E0
8.881153650E-1,-1.782183886E0,8.319551468E0,4.855740547E0,9.796393841E0
8.901153650E-1,-1.786972284E0,8.324339867E0,4.862923145E0,9.804892946E0
8.921153650E-1,-1.789366484E0,8.326734543E0,4.874894142E0,9.813303901E0
8.941153650E-1,-1.789366484E0,8.321946144E0,4.891653538E0,9.817580882E0
8.961153650E-1,-1.794154882E0,8.321946144E0,4.906018734E0,9.825619532E0
8.981153650E-1,-1.798943281E0,8.321946144E0,4.910807133E0,9.828886572E0
9.001153650E-1,-1.803731680E0,8.312369347E0,4.913201332E0,9.822854955E0
9.021153650E-1,-1.801337481E0,8.295609474E0,4.915595531E0,9.809435901E0
9.041153650E-1,-1.803731680E0,8.271667480E0,4.908412933E0,9.786033334E0
9.061153650E-1,-1.801337481E0,8.254908562E0,4.891653538E0,9.763022402E0
9.081153650E-1,-1.794154882E0,8.252513885E0,4.879682541E0,9.753680273E0
9.101153650E-1,-1.794154882E0,8.247725487E0,4.862923145E0,9.741251920E0
9.121153650E-1,-1.798943281E0,8.247725487E0,4.836586475E0,9.729015437E0
9.141153650E-1,-1.806125879E0,8.250120163E0,4.817432880E0,9.722871641E0
9.161153650E-1,-1.820491076E0,8.250120163E0,4.812644482E0,9.723179386E0
9.181153650E-1,-1.837250471E0,8.257302284E0,4.815038681E0,9.733608160E0
9.201153650E-1,-1.846827388E0,8.269273758E0,4.827009678E0,9.751496414E0
9.221153650E-1,-1.851615787E0,8.278850555E0,4.841374874E0,9.767638313E0
9.241153650E-1,-1.858798385E0,8.290821075E0,4.846163750E0,9.781520773E0
9.261153650E-1,-1.856404185E0,8.298004150E0,4.860528946E0,9.794276442E0
9.281153650E-1,-1.854009986E0,8.300397873E0,4.882076740E0,9.806560619E0
9.301153650E-1,-1.854009986E0,8.305186272E0,4.898836136E0,9.818964687E0
9.321153650E-1,-1.858798385E0,8.309974670E0,4.910807133E0,9.829895073E0
9.341153650E-1,-1.868375182E0,8.314763069E0,4.915595531E0,9.838149732E0
9.361153650E-1,-1.875557780E0,8.314763069E0,4.922778130E0,9.843106542E0
9.381153650E-1,-1.882740378E0,8.314763069E0,4.922778130E0,9.844477677E0
9.401153650E-1,-1.894711375E0,8.314763069E0,4.927566528E0,9.849168898E0
9.421153650E-1,-1.904288173E0,8.317157745E0,4.927566528E0,9.853037009E0
9.441153650E-1,-1.911470771E0,8.312369347E0,4.925172329E0,9.849189161E0
9.461153650E-1,-1.913864970E0,8.300397873E0,4.922778130E0,9.838354968E0
9.481153650E-1,-1.909076571E0,8.295609474E0,4.917989731E0,9.830988399E0
9.501153650E-1,-1.906682372E0,8.295609474E0,4.898836136E0,9.820955641E0
9.521153650E-1,-1.901893973E0,8.298004150E0,4.877288342E0,9.811320764E0
9.541153650E-1,-1.897105575E0,8.302792549E0,4.870105743E0,9.810876802E0
9.561153650E-1,-1.880346179E0,8.300397873E0,4.867711544E0,9.804433807E0
9.581153650E-1,-1.863586783E0,8.298004150E0,4.860528946E0,9.795640368E0
9.601153650E-1,-1.854009986E0,8.300397873E0,4.848557949E0,9.789916857E0
9.621153650E-1,-1.844433188E0,8.300397873E0,4.841374874E0,9.784551564E0
9.641153650E-1,-1.827673674E0,8.293215752E0,4.838980675E0,9.774126689E0
9.661153650E-1,-1.825279474E0,8.286032677E0,4.831798077E0,9.764028643E0
9.681153650E-1,-1.827673674E0,8.286032677E0,4.822221279E0,9.759741116E0
9.701153650E-1,-1.822885275E0,8.283638954E0,4.812644482E0,9.752083467E0
9.721153650E-1,-1.810914278E0,8.274062157E0,4.803067684E0,9.736990001E0
9.741153650E-1,-1.796549082E0,8.269273758E0,4.791096687E0,9.724355226E0
9.761153650E-1,-1.786972284E0,8.264485359E0,4.776731491E0,9.711444379E0
9.781153650E-1,-1.777395487E0,8.252513885E0,4.762067318E0,9.692285865E0
9.801153650E-1,-1.758241892E0,8.245331764E0,4.752490520E0,9.677968619E0
9.821153650E-1,-1.739088297E0,8.242937088E0,4.745307922E0,9.668939302E0
9.841153650E-1,-1.722328901E0,8.240543365E0,4.745307922E0,9.663897717E0
9.861153650E-1,-1.717540503E0,8.233360291E0,4.745307922E0,9.656920541E0
9.881153650E-1,-1.715146184E0,8.226178169E0,4.740519524E0,9.648018401E0
9.901153650E-1,-1.717540503E0,8.223783493E0,4.735731125E0,9.644050477E0
9.921153650E-1,-1.724723101E0,8.230966568E0,4.726154327E0,9.646761899E0
9.941153650E-1,-1.734299898E0,8.240543365E0,4.718971729E0,9.653136551E0
9.961153650E-1,-1.746270895E0,8.240543365E0,4.709394932E0,9.650617474E0
9.981153650E-1,-1.758241892E0,8.240543365E0,4.702212334E0,9.649288592E0
1.000115365E0,-1.767818689E0,8.238148689E0,4.699818134E0,9.647827074E0
1.002115365E0,-1.775001287E0,8.238148689E0,4.707000732E0,9.652646233E0
1.004115365E0,-1.772607088E0,8.240543365E0,4.728548527E0,9.664774287E0
1.006115365E0,-1.765424490E0,8.240543365E0,4.745307922E0,9.671671307E0
1.008115365E0,-1.765424490E0,8.238148689E0,4.757278919E0,9.675511365E0
1.010115365E0,-1.775001287E0,8.238148689E0,4.776731491E0,9.686840926E0
1.012115365E0,-1.794154882E0,8.240543365E0,4.812644482E0,9.710154150E0
1.014115365E0,-1.813308477E0,8.240543365E0,4.860528946E0,9.737524543E0
1.016115365E0,-1.818096876E0,8.240543365E0,4.908412933E0,9.762404864E0
1.018115365E0,-1.818096876E0,8.240543365E0,4.941931725E0,9.779300608E0
1.020115365E0,-1.832462072E0,8.242937088E0,4.951508522E0,9.788838834E0
1.022115365E0,-1.849221587E0,8.254908562E0,4.944325924E0,9.798443483E0
1.024115365E0,-1.856404185E0,8.264485359E0,4.932354927E0,9.801840637E0
1.026115365E0,-1.851615787E0,8.264485359E0,4.910807133E0,9.790108578E0
1.028115365E0,-1.842038989E0,8.262090683E0,4.901230335E0,9.781477848E0
1.030115365E0,-1.837250471E0,8.259696960E0,4.913201332E0,9.784560823E0
1.032115365E0,-1.834856272E0,8.257302284E0,4.929960728E0,9.790518440E0
1.034115365E0,-1.834856272E0,8.264485359E0,4.941931725E0,9.802607049E0
1.036115365E0,-1.844433188E0,8.269273758E0,4.949114323E0,9.812061702E0
1.038115365E0,-1.856404185E0,8.271667480E0,4.956296921E0,9.819959194E0
1.040115365E0,-1.856404185E0,8.269273758E0,4.968267918E0,9.823991606E0
1.042115365E0,-1.856404185E0,8.264485359E0,4.980238914E0,9.826023326E0
1.044115365E0,-1.854009986E0,8.259696960E0,4.989815712E0,9.826403602E0
1.046115365E0,-1.854009986E0,8.257302284E0,4.992209911E0,9.825607047E0
1.048115365E0,-1.854009986E0,8.252513885E0,4.992209911E0,9.821583287E0
1.050115365E0,-1.844433188E0,8.247725487E0,4.999392509E0,9.819411131E0
1.052115365E0,-1.834856272E0,8.252513885E0,5.011363506E0,9.827738660E0
1.054115365E0,-1.832462072E0,8.257302284E0,5.028122902E0,9.839866776E0
1.056115365E0,-1.822885275E0,8.262090683E0,5.037699699E0,9.847003171E0
1.058115365E0,-1.810914278E0,8.271667480E0,5.032911301E0,9.850385251E0
1.060115365E0,-1.798943281E0,8.286032677E0,5.018546104E0,9.852935575E0
1.062115365E0,-1.789366484E0,8.302792549E0,4.999392509E0,9.855562997E0
1.064115365E0,-1.770212889E0,8.317157745E0,4.980238914E0,9.854519079E0
1.066115365E0,-1.751059294E0,8.329128265E0,4.968267918E0,9.855164758E0
1.068115365E0,-1.734299898E0,8.333916664E0,4.958691120E0,9.851425314E0
1.070115365E0,-1.717540503E0,8.333916664E0,4.944325924E0,9.841263699E0
1.072115365E0,-1.705569386E0,8.341099739E0,4.941931725E0,9.844064250E0
1.074115365E0,-1.700780988E0,8.353070259E0,4.951508522E0,9.858188239E0
1.076115365E0,-1.698386788E0,8.362647057E0,4.963479519E0,9.871905207E0
1.078115365E0,-1.684021592E0,8.369830132E0,4.963479519E0,9.875531079E0
1.080115365E0,-1.667262197E0,8.372223854E0,4.956296921E0,9.871108077E0
1.082115365E0,-1.652897000E0,8.372223854E0,4.949114323E0,9.865086585E0
1.084115365E0,-1.645714402E0,8.367435455E0,4.941931725E0,9.856218401E0
1.086115365E0,-1.638531804E0,8.357858658E0,4.932354927E0,9.842088851E0
1.088115365E0,-1.628955007E0,8.345888138E0,4.934749126E0,9.831535595E0
1.090115365E0,-1.616984010E0,8.336311340E0,4.946720123E0,9.827449518E0
1.092115365E0,-1.616984010E0,8.331522942E0,4.956296921E0,9.828214028E0
1.094115365E0,-1.619378209E0,8.326734543E0,4.973056316E0,9.833014953E0
1.096115365E0,-1.619378209E0,8.324339867E0,4.994604111E0,9.841904807E0
1.098115365E0,-1.626560807E0,8.312369347E0,5.030517101E0,9.851258119E0
1.100115365E0,-1.636137605E0,8.300397873E0,5.078401089E0,9.867305039E0
1.102115365E0,-1.650502801E0,8.295609474E0,5.119102478E0,9.886683277E0
1.104115365E0,-1.660079598E0,8.302792549E0,5.150227070E0,9.910452424E0
1.106115365E0,-1.672050595E0,8.312369347E0,5.176563263E0,9.934185652E0
1.108115365E0,-1.695992589E0,8.326734543E0,5.217264652E0,9.971496852E0
1.110115365E0,-1.729511499E0,8.350676537E0,5.269937038E0,1.002483142E1
1.112115365E0,-1.770212889E0,8.379406929E0,5.315426826E0,1.007977562E1
1.114115365E0,-1.808520079E0,8.412925720E0,5.363610268E0,1.013984118E1
1.116115365E0,-1.827673674E0,8.444049835E0,5.399523258E0,1.018809207E1
1.118115365E0,-1.830067873E0,8.465598106E0,5.435436249E0,1.022543236E1
1.120115365E0,-1.834856272E0,8.482357025E0,5.476137638E0,1.026183033E1
1.122115365E0,-1.844433188E0,8.494328499E0,5.516839504E0,1.029519638E1
1.124115365E0,-1.858798385E0,8.496722221E0,5.538387299E0,1.031131193E1
1.126115365E0,-1.868375182E0,8.489540100E0,5.543175697E0,1.030969998E1
1.128115365E0,-1.868375182E0,8.448838234E0,5.543175697E0,1.027620991E1
1.130115365E0,-1.815702677E0,8.338705063E0,5.547964096E0,1.017893334E1
1.132115365E0,-1.707963586E0,8.151957512E0,5.550358295E0,1.000889745E1
1.134115365E0,-1.631349206E0,8.005612373E0,5.559935093E0,9.882510204E0
1.136115365E0,-1.679233193E0,7.988852501E0,5.571906090E0,9.883710127E0
1.138115365E0,-1.868375182E0,8.079832077E0,5.545569897E0,9.976364954E0
1.140115365E0,-2.115277290E0,8.207024574E0,5.468955040E0,1.008658117E1
1.142115365E0,-2.316390038E0,8.319551468E0,5.368398666E0,1.016859399E1
1.144115365E0,-2.436100245E0,8.403348923E0,5.293879032E0,1.022624138E1
1.146115365E0,-2.479195833E0,8.456021309E0,5.284302235E0,1.027494810E1
1.148115365E0,-2.474407434E0,8.489540100E0,5.339668274E0,1.032991000E1
1.150115365E0,-2.445677042E0,8.511087418E0,5.437830448E0,1.039182107E1
1.152115365E0,-2.433706045E0,8.508693695E0,5.535993099E0,1.043877450E1
1.154115365E0,-2.452859640E0,8.479963303E0,5.595848083E0,1.045178520E1
1.156115365E0,-2.469619036E0,8.434473038E0,5.603030682E0,1.042273028E1
1.158115365E0,-2.472013235E0,8.400954247E0,5.569511890E0,1.037816672E1
1.160115365E0,-2.469619036E0,8.379406929E0,5.521627903E0,1.033449822E1
1.162115365E0,-2.472013235E0,8.355464935E0,5.473743439E0,1.029011715E1
1.164115365E0,-2.483984232E0,8.326734543E0,5.421071053E0,1.024171359E1
1.166115365E0,-2.431311846E0,8.307580948E0,5.385158062E0,1.019446447E1
1.168115365E0,-2.306813240E0,8.295609474E0,5.385158062E0,1.015571028E1
1.170115365E0,-2.194285870E0,8.288427353E0,5.392340660E0,1.012868482E1
1.172115365E0,-2.115277290E0,8.286032677E0,5.387552261E0,1.010734658E1
1.174115365E0,-2.064998865E0,8.286032677E0,5.377975464E0,1.009183719E1
1.176115365E0,-2.024297476E0,8.290821075E0,5.356427670E0,1.007605140E1
1.178115365E0,-1.993172884E0,8.293215752E0,5.327397823E0,1.005640757E1
1.180115365E0,-1.993172884E0,8.293215752E0,5.298667431E0,1.004121717E1
1.182115365E0,-2.012326479E0,8.298004150E0,5.262754440E0,1.003010045E1
1.184115365E0,-2.005143881E0,8.309974670E0,5.234024048E0,1.002353674E1
1.186115365E0,-1.974019289E0,8.333916664E0,5.222053051E0,1.003098984E1
1.188115365E0,-1.944989562E0,8.355464935E0,5.229235649E0,1.004697388E1
1.190115365E0,-1.921047568E0,8.372223854E0,5.245995045E0,1.006503949E1
1.192115365E0,-1.882740378E0,8.386589050E0,5.257966042E0,1.007600090E1
1.194115365E0,-1.849221587E0,8.393772125E0,5.262754440E0,1.007827442E1
1.196115365E0,-1.832462072E0,8.398560524E0,5.257966042E0,1.007670298E1
1.198115365E0,-1.825279474E0,8.403348923E0,5.260360241E0,1.008064026E1
1.200115365E0,-1.798943281E0,8.393772125E0,5.255571842E0,1.006541816E1
1.202115365E0,-1.741482496E0,8.369830132E0,5.243600845E0,1.002906614E1
1.204115365E0,-1.686415792E0,8.343493462E0,5.234024048E0,9.992641748E0
1.206115365E0,-1.657685399E0,8.324339867E0,5.217264652E0,9.963052020E0
1.208115365E0,-1.607407212E0,8.300397873E0,5.190928459E0,9.920992947E0
1.210115365E0,-1.394023895E0,8.216601372E0,5.164592266E0,9.804532319E0
1.212115365E0,-1.101931334E0,8.122927666E0,5.159803867E0,9.686061247E0
1.214115365E0,-1.037287831E0,8.096591949E0,5.147832870E0,9.650437840E0
1.216115365E0,-1.147421122E0,8.125322342E0,5.123890877E0,9.674280134E0
1.218115365E0,-1.245583415E0,8.171111107E0,5.087977886E0,9.705980308E0
1.220115365E0,-1.240795016E0,8.209418297E0,5.049670696E0,9.717679516E0
1.222115365E0,-1.188122630E0,8.235754967E0,5.006575108E0,9.711080762E0
1.224115365E0,-1.140238523E0,8.281244278E0,4.975450516E0,9.728014110E0
1.226115365E0,-1.109113932E0,8.451232910E0,5.018546104E0,9.891373839E0
1.228115365E0,-1.073200941E0,8.700229645E0,5.123890877E0,1.015381770E1
1.230115365E0,-1.051653147E0,8.805873871E0,5.071218491E0,1.021599951E1
1.232115365E0,-1.034893632E0,8.734047890E0,4.860528946E0,1.004884765E1
1.234115365E0,-1.013345838E0,8.614038467E0,4.671087742E0,9.851273481E0
1.236115365E0,-1.010951638E0,8.525452614E0,4.587290287E0,9.733889133E0
1.238115365E0,-1.015740037E0,8.472780228E0,4.582501888E0,9.686023754E0
1.240115365E0,-1.006163239E0,8.463203430E0,4.608838081E0,9.689146775E0
1.242115365E0,-1.003769040E0,8.499116898E0,4.637568474E0,9.733939679E0
1.244115365E0,-9.774328470E-1,8.542212486E0,4.673481941E0,9.786020774E0
1.246115365E0,-9.080010056E-1,8.592490196E0,4.721365929E0,9.846148985E0
1.248115365E0,-8.505401611E-1,8.657134056E0,4.759673119E0,9.915839693E0
1.250115365E0,-7.975684404E-1,8.724471092E0,4.779125690E0,9.979606887E0
1.252115365E0,-7.041945457E-1,8.793902397E0,4.798279285E0,1.004251430E1
1.254115365E0,-6.180033088E-1,8.889671326E0,4.824615479E0,1.013336562E1
1.256115365E0,-5.868787169E-1,9.006986618E0,4.846163750E0,1.024478100E1
1.258115365E0,-5.581482649E-1,9.114726067E0,4.855740547E0,1.034253243E1
1.260115365E0,-4.647744000E-1,9.181763649E0,4.882076740E0,1.040939346E1
1.262115365E0,-3.211222887E-1,9.217676163E0,4.939537525E0,1.046268151E1
1.264115365E0,-1.891419291E-1,9.239224434E0,5.006575108E0,1.051022536E1
1.266115365E0,-9.576806426E-2,9.258378029E0,5.059247494E0,1.055095827E1
1.268115365E0,-2.633621916E-2,9.263166428E0,5.092766285E0,1.057086630E1
1.270115365E0,3.591302410E-2,9.253589630E0,5.116708279E0,1.057406802E1
1.272115365E0,8.858546615E-2,9.227252960E0,5.131073475E0,1.055831235E1
1.274115365E0,1.340752989E-1,9.193734169E0,5.126285076E0,1.052718019E1
1.276115365E0,1.771709323E-1,9.148244858E0,5.099948883E0,1.047526859E1
1.278115365E0,2.130839527E-1,9.102754593E0,5.056853294E0,1.041524417E1
1.280115365E0,2.394201756E-1,9.064447403E0,4.989815712E0,1.034986906E1
1.282115365E0,2.537853718E-1,9.038111687E0,4.915595531E0,1.029149889E1
1.284115365E0,2.681505978E-1,9.023746490E0,4.867711544E0,1.025643803E1
1.286115365E0,2.876034677E-1,9.026140213E0,4.848557949E0,1.024999693E1
1.288115365E0,3.235165179E-1,9.033323288E0,4.846163750E0,1.025626129E1
1.290115365E0,3.714005351E-1,9.038111687E0,4.860528946E0,1.026889200E1
1.292115365E0,4.216787815E-1,9.040505409E0,4.882076740E0,1.028315245E1
1.294115365E0,4.671685994E-1,9.047688484E0,4.903624535E0,1.030167205E1
1.296115365E0,5.030816197E-1,9.064447403E0,4.922778130E0,1.032719915E1
1.298115365E0,5.270236731E-1,9.085995674E0,4.951508522E0,1.036100902E1
1.300115365E0,5.509656668E-1,9.107542992E0,4.994604111E0,1.040177738E1
1.302115365E0,5.653308630E-1,9.124302864E0,5.044882298E0,1.044142419E1
1.304115365E0,5.677250624E-1,9.138668060E0,5.102343082E0,1.048195929E1
1.306115365E0,5.653308630E-1,9.150638580E0,5.164592266E0,1.052268020E1
1.308115365E0,5.629366636E-1,9.162610054E0,5.229235649E0,1.056481075E1
1.310115365E0,5.701192617E-1,9.179368973E0,5.293879032E0,1.061183330E1
1.312115365E0,5.868787169E-1,9.186552048E0,5.346850872E0,1.064546755E1
1.314115365E0,6.156091094E-1,9.188945770E0,5.387552261E0,1.066964940E1
1.316115365E0,6.395511031E-1,9.184157372E0,5.423465252E0,1.068511804E1
1.318115365E0,6.610989571E-1,9.184157372E0,5.449801445E0,1.069981936E1
1.320115365E0,6.826467514E-1,9.188945770E0,5.466560841E0,1.071382370E1
1.322115365E0,7.089830041E-1,9.196128845E0,5.478531837E0,1.072780284E1
1.324115365E0,7.329249978E-1,9.193734169E0,5.490502834E0,1.073347793E1
1.326115365E0,7.496843934E-1,9.196128845E0,5.488108635E0,1.073546221E1
1.328115365E0,7.568669915E-1,9.200917244E0,5.473743439E0,1.073273465E1
1.330115365E0,7.568669915E-1,9.212887764E0,5.454589844E0,1.073325202E1
1.332115365E0,7.425017953E-1,9.227252960E0,5.442618847E0,1.073851042E1
1.334115365E0,7.137714028E-1,9.248801231E0,5.447407246E0,1.075751084E1
1.336115365E0,6.730699539E-1,9.270648003E0,5.473743439E0,1.078702020E1
1.338115365E0,6.371569037E-1,9.287407875E0,5.516839504E0,1.082115669E1
1.340115365E0,6.203975081E-1,9.294589996E0,5.574300289E0,1.085574134E1
1.342115365E0,6.251859069E-1,9.301773071E0,5.629366875E0,1.089052850E1
1.344115365E0,6.419453025E-1,9.318531990E0,5.665279865E0,1.092440059E1
1.346115365E0,6.634931564E-1,9.330503464E0,5.684433460E0,1.094583491E1
